"";"id";"clust";"surrounded";"updated"
"12986";14186;448;NA;FALSE
"12987";14187;326;NA;FALSE
"12988";14190;451;NA;FALSE
"12989";14191;448;NA;FALSE
"12990";14192;448;4;TRUE
"12991";14193;448;NA;FALSE
"12992";14194;448;NA;FALSE
"12993";14195;448;NA;FALSE
"12994";14196;326;NA;FALSE
"12995";14197;436;NA;FALSE
"12996";14198;72;20;TRUE
"12997";14199;326;NA;FALSE
"12998";14200;97;NA;FALSE
"12999";14201;97;NA;FALSE
"13000";14202;97;NA;FALSE
"13001";14203;97;NA;FALSE
"13002";14204;97;NA;FALSE
"13003";14205;448;NA;FALSE
"13004";14206;448;NA;FALSE
"13005";14207;134;NA;FALSE
"13006";14208;83;NA;FALSE
"13007";14209;83;20;TRUE
"13008";14210;83;20;TRUE
"13009";14211;83;NA;FALSE
"13010";14212;134;NA;FALSE
"13011";14213;448;32;TRUE
"13012";14214;448;NA;FALSE
"13013";14215;448;NA;FALSE
"13014";14216;97;NA;FALSE
"13015";14217;448;NA;FALSE
"13016";14218;134;NA;FALSE
"13017";14219;134;NA;FALSE
"13018";14220;79;NA;FALSE
"13019";14221;97;NA;FALSE
"13020";14222;326;NA;FALSE
"13021";14223;448;NA;FALSE
"13022";14224;97;NA;FALSE
"13023";14225;448;NA;FALSE
"13024";14226;81;NA;FALSE
"13025";14227;83;NA;FALSE
"13026";14228;451;NA;FALSE
"13027";14229;451;NA;FALSE
"13028";14230;83;NA;FALSE
"13029";14231;16;NA;FALSE
"13030";14232;16;NA;FALSE
"13031";14233;34;NA;FALSE
"13032";14234;34;NA;FALSE
"13033";14235;326;NA;FALSE
